금융기관코드,대출상품내용,상품판매여부,최대금액,대출상품명,링크,대상,비고,상품설명,대상상세,금리,금리상세,대출한도,상환방법,상환방법상세,수수료,중도상환수수료,중도상환수수료2,,필요서류,비고 2,,,,,,,,,,,,,
2000080,미소금융 운영자금_무등록사업자,Y,5000000,미소금융 운영자금_무등록사업자,<a href=https://www.kinfa.or.kr target=_blank><font style=color:blue;>www.kinfa.or.kr </a></font><span style=font-size: 12px;>(서금원 홈페이지 > 서민금융한눈에 > 생계·주거자금 > 생계자금)</span>,"사업자, 금융취약계층",,개인신용평점 하위 20%,,2,우대/가산금리 없음,500,,,,,없음,,,거치금리 2.0%,,,,,,,,,,,,,
2000240,옥천군 소상공인지원자금_청년창업 전용,Y,100000000,옥천군 소상공인지원자금_청년창업 전용,<a href=http://www.cbsinbo.or.kr/sub.php?code=02_busi030304 target=_blank><font style=color:blue;>http://www.cbsinbo.or.kr/sub.php?code=02_busi030304</a></font>,소상공인,,없음,,은행금리-3.0,-,10000,,,,,보증료율 연 1.0% 내외,,,-,,,,,,,,,,,,,
2000043,인천광역시 어진론,Y,15000000,인천광역시 어진론,<a href=https://www.ccrs.or.kr/finance/repay/loantype/list.do target=_blank><font style=color:blue;>https://www.ccrs.or.kr/finance/repay/loantype/list.do</a></font>,채무조정자,,없음,,2.0~3.5,우대금리: 신용교육원(www.educredit.or.kr) 온라인 교육 이수자의 경우 0.1%p 우대금리가 적용 기초생활수급자 1~3급 중증장애인 70세 이상 고령자의 경우 기본금리의 70%를 적용,1500,,,,,,,,대출금액은 최대한도 이내에서 채무조정 변제금 성실상환이력 소요자금 규모 대출금 상환여력 등에 따라 차등 적용,,,,,,,,,,,,,
2000275,소상공인 고용연계 융자지원,Y,10000000,소상공인 고용연계 융자지원,<a href=https://www.semas.or.kr/web/board/webBoardView.kmdc?bCd=1&schCat=&rlIdx=&schCon=&schStr=&page=1&b_idx=33807&pNm=BOA0101&eventMode= target=_blank><font style=color:blue;>https://www.semas.or.kr/web/board/webBoardView.kmdc?bCd=1&schCat=&rlIdx=&schCon=&schStr=&page=1&b_idx=33807&pNm=BOA0101&eventMode=</a></font>,소상공인,,-,,2,- 고용유지 조건*을 충족한 경우 잔여 대출기간 동안 금리 감면**     * ‘21.3.31. 현재 상시근로자수 ≤ 대출실행일 이후 1년간 월평균 상시근로자수(상시근로자수 산정은 건강보험 사업장 가입자 수를 기준으로 함)    ** 최초 1년차 연 2.0% → (요건 충족 시) 2~5년차 연 1.0% 적용 (1.0%p 감면),1000,,,,,없음,,,* 운영기간 : 한도소진시까지,,,,,,,,,,,,,
2000240,단양군 소상공인지원자금,Y,50000000,단양군 소상공인지원자금,<a href=https://www.cbsinbo.or.kr/sub.php?code=02_busi030307 target=_blank><font style=color:blue;>https://www.cbsinbo.or.kr/sub.php?code=02_busi030307</a></font>,소상공인,,없음,,은행금리-2.0,,5000,,,,,보증료율 연 1.0%내외,,,,,,,,,,,,,,,,
2000380,도봉구 생활안정자금융자,Y,50000000,도봉구 생활안정자금융자,<a href=https://www.dobong.go.kr/bbs.asp?bmode=D&pcode=12695226&code=10004132&strSearchType=1&strSearchKeyword=%EC%83%9D%ED%99%9C%EC%95%88%EC%A0%95%EC%9E%90%EA%B8%88 target=_blank><font style=color:blue;>https://www.dobong.go.kr/bbs.asp?bmode=D&pcode=12695226&code=10004132&strSearchType=1&strSearchKeyword=%EC%83%9D%ED%99%9C%EC%95%88%EC%A0%95%EC%9E%90%EA%B8%88</a></font>,금융취약계층,,없음,,2,-,5000,,,,,-,,,신청시기: 분기별 1회(연4회)신청절차: 우리은행 도봉구청지점에 신청 후 대출상환능력을 검증(신용등급 정기소득 및 기존대출 여부 등 심사)받고 생활안정자금 융자대상 선정위원회의 심의를 거쳐 선정,,,,,,,,,,,,,
10453,지역사랑전세대출,Y,50000000,지역사랑전세대출,<a href=https://www.bulimbank.co.kr/ProdList_001.act?rnum=10 target=_blank><font style=color:blue;>https://www.bulimbank.co.kr/ProdList_001.act?rnum=10</a></font>,금융취약계층,,없음,,2,없음,5000,,,,,없음,,,- 대출조건무주택 세대로서 전세보증금이 1억 5천만원 이하인 세대임차인의 임차보증금 반환채권 전액을 당행(부림저축은행)으로 양도임대인의 양도승낙조건 (선순위 과다한 임대주택은 제외함)- 대출지역 안양 의왕 군포 과천 (당사 영업구역 우선지원),,,,,,,,,,,,,
2000117,생활안정자금 융자(의료비),Y,10000000,생활안정자금 융자(의료비),<a href=https://www.workdream.net/default/page.do?mCode=B010010030 target=_blank><font style=color:blue;>https://www.workdream.net/default/page.do?mCode=B010010030</a></font>,근로자,,없음,,1.5,없음,1000,,,,,보증료율 연 0.9% 선공제,,,- 융자 신청기한 : 의료비 납부일 또는 요양개시일부터 1년 이내,,,,,,,,,,,,,
2000275,일반경영안정자금_여성가장지원,Y,70000000,일반경영안정자금_여성가장지원,<a href=https://www.semas.or.kr/web/SUP01/SUP0103/SUP010301.kmdc target=_blank><font style=color:blue;>https://www.semas.or.kr/web/SUP01/SUP0103/SUP010301.kmdc</a></font>,소상공인,,없음,,2.15,우대금리: ① 제로페이 가맹 사업자 ② 풍수해 보험 가입 ③ 일반경영안정자금 신청 시 업력 3년 이상 0.1%p 우대 (①~③ 중 택 1 / 중복우대 불가),7000,,,,,-,,,· 대출금리: 정책자금 기준금리 + 0.6%p (분기별 변동금리)· 취급은행(19개): 경남 광주 국민 기업 농협 대구 부산 산업 새마을금고 수협 신한 신협중앙회 우리 전북 제주 한국스탠다드차타드 한국씨티 KEB하나 산림조합중앙회,,,,,,,,,,,,,
2000347,저소득주민 융자사업,Y,30000000,저소득주민 융자사업,<a href=http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=10953 target=_blank><font style=color:blue;>· http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=10953</a></font><br/><a href=https://www.yw.go.kr/www/selectBbsNttView.do?key=273&bbsNo=17&nttNo=95212&searchCtgry=&searchCnd=SJ&searchKrwd=융자&pageIndex=1&integrDeptCode= target=_blank><font style=color:blue;>· https://www.yw.go.kr/www/selectBbsNttView.do?key=273&bbsNo=17&nttNo=95212&searchCtgry=&searchCnd=SJ&searchKrwd=융자&pageIndex=1&integrDeptCode=</a></font>,금융취약계층,,없음,,0,-,3000,,,,,-,,,신청자의 가족(친척관계 포함) 및 동거인(사실혼 관계 등)의 주택은 지원불가,,,,,,,,,,,,,
2000117,산재근로자 생활안정자금 융자(차량구입비),Y,15000000,산재근로자 생활안정자금 융자(차량구입비),<a href=https://www.kcomwel.or.kr/kcomwel/empl/loan/life.jsp target=_blank><font style=color:blue;>https://www.kcomwel.or.kr/kcomwel/empl/loan/life.jsp</a></font>,근로자,,없음,,1.25,없음,1500,,,,,보증료율 연 0.7% 선공제,,,-,,,,,,,,,,,,,
12120,삼호스피드론Ⅱ,Y,,삼호스피드론Ⅱ,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,"근로자, 사업자, 소상공인",,금융회사 자체 심사,,8.00 ~ 19.00,-,-,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000169,경기도 중소기업 육성자금(소상공인 지원자금),Y,150000000,경기도 중소기업 육성자금(소상공인 지원자금),<a href=https://www.gcgf.or.kr/gcgf/subIndex/83.do target=_blank><font style=color:blue;>https://www.gcgf.or.kr/gcgf/subIndex/83.do</a></font>,"사업자, 소상공인",,없음,,은행금리-이차보전율,고객부담금리 : 은행금리-이차보전율*  * 코로나피해기업지원 및 경영개선자금: 2.0% 창업자금 및 점포임차자금: 1.7%,15000,,,,,-,,,취급은행 : 농협은행 신한은행 우리은행 하나은행 SC은행,,,,,,,,,,,,,
2000117,생활안정자금 융자(자녀학자금),Y,10000000,생활안정자금 융자(자녀학자금),<a href=https://www.workdream.net/default/page.do?mCode=B010010020 target=_blank><font style=color:blue;>https://www.workdream.net/default/page.do?mCode=B010010020</a></font>,근로자,,없음,,1.5,없음,1000,,,,,보증료율 연 0.9% 선공제,,,#NAME?,,,,,,,,,,,,,
10026,IBK중(中)금리신용대출,Y,10000000,IBK중(中)금리신용대출,<a href=https://portal.kfb.or.kr/compare/loan_search_3_2.php target=_blank><font style=color:blue;>https://portal.kfb.or.kr/compare/loan_search_3_2.php</a></font>,"근로자, 사업자, 소상공인, 기타",,금융회사 자체 심사,,-,-,1000,,,,,,,,※ 은행연합회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (공시제출일 : 2021년 06월)※ 공시정보는 중금리 신용대출상품을 취급하는 은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 금융회사의 상품별 금리 등 거래조건이 수시로 변경될 수 있으므로 거래전 반드시 해당 금융회사에 문의하시기 바랍니다.,,,,,,,,,,,,,
2000390,버팀목 기금 안전대출,Y,20000000,버팀목 기금 안전대출,,"사회적경제기업, 기타",,없음,,2.50%,-,최대 2000만원,,,,,없음,,,* 회원조합의 경우 조합 이사장과 공동체 대표가 연대하여 신청,,,,,,,,,,,,,
10390,대환론 Ⅱ,Y,40000000,대환론 Ⅱ,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,기타,,금융회사 자체 심사,,12.70~16.54,-,4000,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000169,경기도 청년혁신창업기업 특례보증,Y,50000000,경기도 청년혁신창업기업 특례보증,<a href=https://www.gcgf.or.kr/gcgf/subIndex/61.do target=_blank><font style=color:blue;>https://www.gcgf.or.kr/gcgf/subIndex/61.do</a></font>,"사업자, 소상공인",,-,,1,,(혁신형) 50000(벤처형) 30000,,,,,보증료율 연 0.7%,,,,,,,,,,,,,,,,
2000275,생활혁신형 창업지원사업 연계자금,Y,20000000,생활혁신형 창업지원사업 연계자금,<a href=https://www.semas.or.kr/web/SUP01/SUP0103/SUP010301.kmdc target=_blank><font style=color:blue;>https://www.semas.or.kr/web/SUP01/SUP0103/SUP010301.kmdc</a></font>,소상공인,,없음,,2.15,,2000,,,,,-,,,-,,,,,,,,,,,,,
2000367,소상공인 정책자금,Y,70000000,소상공인 정책자금,<a href=https://www.gjsinbo.or.kr:448/index.php?cate=001003001 target=_blank><font style=color:blue;>https://www.gjsinbo.or.kr:448/index.php?cate=001003001</a></font>,"사업자, 소상공인",,없음,,특정금리,-,7000,,,,,보증료율 연 0.8%,,,- 대출한도 : 소상공인정책자금 융자잔액 기준으로 업체당 최고 7천만원 이내* 장애인기업 사업전환자금 성장촉진자금 청년드림자금 1억원 이내- 대출기간5년 이내 (거치기간 2년 포함)* 장애인기업은 7년 이내(거치기간 2년 포함)- 거치기간 후 상환기간 동안 대출금액의 70%는 3개월마다 균등 분할상환하고 30%는 상환기간 만료 시 일시상환* 전액 또는 일부 조기상환 시 중도상환수수료 없음,,,,,,,,,,,,,
10576,해드림론,Y,,해드림론,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,"근로자, 사업자, 소상공인, 기타",,금융회사 자체 심사,,14.10~15.99,-,-,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000154,[한국캐피탈]M+뉴스마일론_중금리,Y,50000000,[한국캐피탈]M+뉴스마일론_중금리,<a href=https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#! target=_blank><font style=color:blue;>https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#!</a></font>,기타,,금융회사 자체 심사,,5.90 ~ 9.90,,5000,,,,,기관 문의,,,※ 여신금융협회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021.6.28 게시 공급(예정)현황 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 여신전문금융회사의 신용대출상품 평균금리현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
12452,[BNK캐피탈]BNK신용_가계_중금리,Y,150000000,[BNK캐피탈]BNK신용_가계_중금리,<a href=https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#! target=_blank><font style=color:blue;>https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#!</a></font>,근로자,,금융회사 자체 심사,,7.90 ~ 16.90,,15000,,,,,기관 문의,,,※ 여신금융협회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021.6.28 게시 공급(예정)현황 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 여신전문금융회사의 신용대출상품 평균금리현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000412,예술인 생활안정자금 융자(장례비),Y,7000000,예술인 생활안정자금 융자(장례비),<a href=http://https://www.artloan.kr target=_blank><font style=color:blue;>https://www.artloan.kr</a></font>,기타,,신청제한: 개인회생 개인파산 등 신용도판단정보 보유 및 연체 중인 사람,,2,연체가산금리 3%,700,,,,,없음,,,· 상기 사항은 변경될 수 있으며 정확한 사항은 예술인생활안정자금 홈페이지(https://www.artloan.kr) 내 상품설명에서 확인,,,,,,,,,,,,,
2000043,광주광역시 빛고을론,Y,15000000,광주광역시 빛고을론,<a href=https://www.ccrs.or.kr/finance/repay/loantype/list.do target=_blank><font style=color:blue;>https://www.ccrs.or.kr/finance/repay/loantype/list.do</a></font>,채무조정자,,없음,,2.0~4.0,우대금리: 신용교육원(www.educredit.or.kr)온라인 교육 이수자의 경우 0.1%p 우대금리가 적용 기초생활수급자 1~3급 중증장애인 70세 이상 고령자의 경우 기본금리의 70%를 적용,1500,,,,,-,,,대출금액은 최대한도 이내에서 채무조정 변제금 성실상환이력 소요자금 규모 대출금 상환여력 등에 따라 차등 적용,,,,,,,,,,,,,
2000036,전세자금보증(특례)_징검다리 전세,Y,150000000,전세자금보증(특례)_징검다리 전세,<a href=https://www.hf.go.kr/hf/sub02/_sub02_0104.do target=_blank><font style=color:blue;>https://www.hf.go.kr/hf/sub02/_sub02_0104.do</a></font>,"금융취약계층, 기타",,없음,,-,-,15000,,,,,보증료율 연 0.05%,,,(취급은행) 국민 기업 농협 신한 우리 하나 수협 광주 경남 대구은행 등 (은행 사정에 따라 변동 가능),,,,,,,,,,,,,
11797,[NH농협캐피탈]NH 결합론,Y,20000,[NH농협캐피탈]NH 결합론,<a href=https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#! target=_blank><font style=color:blue;>https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#!</a></font>,기타,,금융회사 자체 심사,,5.90 ~ 17.40,,20000,,,,,기관 문의,,,※ 여신금융협회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021.6.28 게시 공급(예정)현황 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 여신전문금융회사의 신용대출상품 평균금리현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000043,희망사다리론_학자금,Y,10000000,희망사다리론_학자금,<a href=https://www.ccrs.or.kr/finance/repay/loantype/list.do target=_blank><font style=color:blue;>https://www.ccrs.or.kr/finance/repay/loantype/list.do</a></font>,채무조정자,,없음,,2,우대금리: 신용교육원(www.educredit.or.kr)온라인 교육 이수자의 경우 0.1%p 우대금리가 적용 기초생활수급자 1~3급 중증장애인 70세 이상 고령자의 경우 기본금리의 70%를 적용,1000,,,,,-,,,대출금액은 최대한도 이내에서 채무조정 변제금 성실상환이력 소요자금 규모 대출금 상환여력 등에 따라 차등 적용,,,,,,,,,,,,,
2000391,기초생활보장기금 융자지원,Y,20000000,기초생활보장기금 융자지원,<a href=http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=10046 target=_blank><font style=color:blue;>http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=10046</a></font>,금융취약계층,,없음,,1,-,2000,,,,,-,,,온라인 신청 불가,,,,,,,,,,,,,
2000118,서울시 중소기업 육성자금 지원(운전_긴급자영업자금),Y,50000000,서울시 중소기업 육성자금 지원(운전_긴급자영업자금),<a href=https://www.seoulshinbo.co.kr/wbase/contents.do?mng_cd=BUSI8577#tab target=_blank><font style=color:blue;>https://www.seoulshinbo.co.kr/wbase/contents.do?mng_cd=BUSI8577#tab</a></font>,"사업자, 소상공인",,없음,,2,-,5000,,,,,-,,,-,,,,,,,,,,,,,
2000169,경기도 중소기업 육성자금(운전_여성창업기업),Y,500000000,경기도 중소기업 육성자금(운전_여성창업기업),<a href=https://www.gcgf.or.kr/gcgf/subIndex/82.do target=_blank><font style=color:blue;>https://www.gcgf.or.kr/gcgf/subIndex/82.do</a></font>,여성기업,,없음,,-,기간 : 연중 수시(자금 소진시까지),50000,,,,,-,,,-,,,,,,,,,,,,,
2000043,부산광역시 청년부비론,Y,15000000,부산광역시 청년부비론,<a href=https://www.ccrs.or.kr/finance/repay/loantype/list.do target=_blank><font style=color:blue;>https://www.ccrs.or.kr/finance/repay/loantype/list.do</a></font>,채무조정자,,없음,,1,우대금리: 신용교육원(www.educredit.or.kr) 온라인 교육 이수자의 경우 0.1%p 우대금리가 적용 기초생활수급자 1~3급 중증장애인 70세 이상 고령자의 경우 기본금리의 70%를 적용,1500,,,,,-,,,대출금액은 최대한도 이내에서 채무조정 변제금 성실상환이력 소요자금 규모 대출금 상환여력 등에 따라 차등 적용,,,,,,,,,,,,,
2000169,창업실패자 재도전 희망특례보증,Y,100000000,창업실패자 재도전 희망특례보증,<a href=https://www.gcgf.or.kr/gcgf/subIndex/61.do target=_blank><font style=color:blue;>https://www.gcgf.or.kr/gcgf/subIndex/61.do</a></font>,"사업자, 소상공인",,-,,은행금리-이차보전(2%),,10000,,,,,보증료율 1.0%,,,,,,,,,,,,,,,,
11767,파라솔 K,Y,100000000,파라솔 K,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,근로자,,금융회사 자체 심사,,5.80~15.20,-,10000,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
10370,신용대출(사이다),Y,,신용대출(사이다),<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,"근로자, 기타",,금융회사 자체 심사,,5.90~11.80,-,-,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000412,예술인 생활안정자금 융자(긴급생활자금),Y,5000000,예술인 생활안정자금 융자(긴급생활자금),<a href=http://https://www.artloan.kr target=_blank><font style=color:blue;>https://www.artloan.kr</a></font>,기타,,신청제한: 개인회생 개인파산 등 신용도판단정보 보유 및 연체 중인 사람,,2,연체가산금리 3%,500,,,,,없음,,,· 상기 사항은 변경될 수 있으며 정확한 사항은 예술인생활안정자금 홈페이지(https://www.artloan.kr) 내 상품설명에서 확인,,,,,,,,,,,,,
10390,생각대론E,Y,70000000,생각대론E,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,근로자,,금융회사 자체 심사,,5.9~16.16,-,7000,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000169,경기 소상공인 코로나19 극복통장,Y,10000000,경기 소상공인 코로나19 극복통장,<a href=https://www.gcgf.or.kr/gcgf/subIndex/61.do target=_blank><font style=color:blue;>https://www.gcgf.or.kr/gcgf/subIndex/61.do</a></font>,"사업자, 소상공인",,저신용자 개인신용평점 744점 이하인 소상공인,,은행금리,,1000,,,,,보증료율 연 1.0% (5년 간 전액면제),,,1년 단위 4회까지 기한연장 가능,,,,,,,,,,,,,
2000373,장애인 자립자금 대여,Y,20000000,장애인 자립자금 대여,<a href=http://www.mohw.go.kr/react/policy/index.jsp?PAR_MENU_ID=06&MENU_ID=06370106&PAGE=6&topTitle= target=_blank><font style=color:blue;>http://www.mohw.go.kr/react/policy/index.jsp?PAR_MENU_ID=06&MENU_ID=06370106&PAGE=6&topTitle=</a></font>,"금융취약계층, 기타",,없음,,3,-,2000,,,,,-,,,- 무보증대출 : 가구당 1200만원 이내 단 자동차 구입자금의 경우 특수설비 부착시 1500만원 이내) * 요건 : 재산세 2만원 이상 또는 연간소득 600만원 이상- 보증대출 : 가구당 2000만원 이내 * 요건 : 재산세 2만원 이상 또는 연간소득 800만원 이상- 담보대출 : 5000만원 이하,,,,,,,,,,,,,
2000091,장애인기업 특례보증,Y,100000000,장애인기업 특례보증,<a href=https://www.koreg.or.kr:444/sub/info.do?page=020204&num=09 target=_blank><font style=color:blue;>https://www.koreg.or.kr:444/sub/info.do?page=020204&num=09</a></font>,"사업자,소상공인",,없음,,-,우대금리: 보증료 및 대출금리 우대,10000,,,,,"""보증료율 연0.7%(지역신용보증재단별 상이할 수 있음)""",,,운영기간: 상시,,,,,,,,,,,,,
2000361,생활안정자금,Y,12000000,생활안정자금,<a href=http://gc.go.kr/portal/contents.do?mId=1402100000 target=_blank><font style=color:blue;>http://gc.go.kr/portal/contents.do?mId=1402100000</a></font>,금융취약계층,,없음,,0,-,1200,,,,,-,,,신청기간: 연중 수시접수,,,,,,,,,,,,,
2000080,민간사업수행기관 창업자금_서울가톨릭사회복지회,Y,30000000,민간사업수행기관 창업자금_서울가톨릭사회복지회,<a href=https://www.kinfa.or.kr target=_blank><font style=color:blue;>www.kinfa.or.kr</a></font><span style=font-size: 12px;> (서금원 홈페이지 > 서민금융 한눈에 > 창업·운영자금 > 민간사업수행기관 창업·운영자금)</span>,기타,,없음,,3,-,3000,,,,,-,,,-,,,,,,,,,,,,,
2000397,노후고시원거주자 주거이전대출,Y,50000000,노후고시원거주자 주거이전대출,<a href=http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020901.jsp target=_blank><font style=color:blue;>http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020901.jsp</a></font>,"근로자, 사업자",,없음,,1.8,가산금리: 자산기준 초과 수준에 따라 적용,5000,,,,,· 인지세 : 고객/은행 각 50% 부담· 보증료 : 발급 보증 규정에 따름,,,· 상기 사항은 변경될 수 있으며 정확한 사항은 주택도시기금포탈(http://nhuf.khug.or.kr) 내 상품설명에서 확인· 금리는 국토교통부 고시 기준,,,,,,,,,,,,,
2000036,전세자금보증(특례)_사회적배려 대상자 전용,Y,30000000,전세자금보증(특례)_사회적배려 대상자 전용,<a href=https://www.hf.go.kr/hf/sub02/_sub02_0105.do target=_blank><font style=color:blue;>https://www.hf.go.kr/hf/sub02/_sub02_0105.do</a></font>,"금융취약계층, 기타",,없음,,-,-,3000,,,,,-,,,(취급은행) NH 국민 우리 신한 하나 기업 수협 대구 부산 · 경남 광주 전북 카카오은행,,,,,,,,,,,,,
2000091,장기분할상환해지협약보증,Y,50000000,장기분할상환해지협약보증,<a href=https://gbsinbo.co.kr/renew/credit/normal_07_07.html target=_blank><font style=color:blue;>https://gbsinbo.co.kr/renew/credit/normal_07_07.html</a></font>,"사업자,소상공인",,대표자 개인신용평점 710점 이상,,변동금리,-,5000,,,,,연0.6%,,,#NAME?,,,,,,,,,,,,,
2000355,저소득주민 생활안정자금 융자 (학자금),Y,2000000,저소득주민 생활안정자금 융자 (학자금),<a href=https://www.paju.go.kr/user/board/BD_board.view.do?bbsCd=1020&seq=20190220210209166 target=_blank><font style=color:blue;>https://www.paju.go.kr/user/board/BD_board.view.do?bbsCd=1020&seq=20190220210209166</a></font>,대학생·청년,,없음,,0,-,200,,,,,-,,,-,,,,,,,,,,,,,
2000352,저소득 주민생활 안정자금 지원,Y,10000000,저소득 주민생활 안정자금 지원,<a href=https://www.seongnam.go.kr/city/1000215/10119/contents.do target=_blank><font style=color:blue;>https://www.seongnam.go.kr/city/1000215/10119/contents.do</a></font>,금융취약계층,,없음,,2,-,1000,,,,,없음,,,- 지자체 사업계획에 따라 상시모집-(자금용도) 6개월 이상의 병원치료를 요하는 만성질환 등으로 의료비부담이 많아 생계상의 심각한 영향을 미치는 경우 각종 사고로 인해 의료비 부담이 많아 생계가 어려워진 경우 등 하나에 해당하는 생계자금,,,,,,,,,,,,,
2000354,국민기초생활안정융자금 융자제도(학자금),Y,40000000,국민기초생활안정융자금 융자제도(학자금),<a href=https://www.anyang.go.kr/main/contents.do?key=622 target=_blank><font style=color:blue;>https://www.anyang.go.kr/main/contents.do?key=622</a></font>,대학생·청년,,없음,,0,-,400,,,,,-,,,지자체 사업계획에 따라 상시모집,,,,,,,,,,,,,
2000091,외식업 자영업자 금융지원 협약보증,Y,50000000,외식업 자영업자 금융지원 협약보증,-,"사업자, 소상공인",,대표자의 개인신용평점이 595점 이상,,-,-,5000,,,,,보증료율 연 0.8%(지역신용보증재단별 상이할 수 있음),,,운영기간: 한도 소진 시까지,,,,,,,,,,,,,
